,Entity,EntityName,EntityType,EntityLabel,EntityLabel (Short),EntityLabel (Extended),use_in_alignment
8324,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8110,C8110,class,OvarianTeratoma,ovarian teratoma,cell germ neoplastic ovarian ovary process teratoma,True
8325,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C39993,C39993,class,Grade1OvarianTeratoma,grade1 ovarian teratoma,grade immature neoplastic ovarian process teratoma,True
8326,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C39995,C39995,class,MalignantOvarianTeratoma,malignant ovarian teratoma,grade immature malignant neoplastic ovarian process teratoma,True
8327,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4287,C4287,class,MalignantTeratoma,malignant teratoma,anaplastic grade immature malignant neoplastic process teratoma undifferentiated,True
8328,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C39996,C39996,class,OvarianFetiformTeratoma,ovarian fetiform teratoma,fetiform homunculus neoplastic ovarian process teratoma,True
8329,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C61463,C61463,class,FetiformMass,fetiform mass,fetiform find mass,False
8330,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4000,C4000,class,Stage0CervicalCancerAjccV6,stage0 cervical cancer ajcc v6,ajcc cancer carcinoma cervical cervix cin dysplasia figo grade intraepithelial neoplasia neoplastic process severe situ stage uteri uterine uterus v6,True
8331,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7670,C7670,class,HighGradeCervicalIntraepithelialNeoplasia,high grade cervical intraepithelial neoplasia,cervical grade high intraepithelial neoplasia neoplastic process,True
8332,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C90493,C90493,class,CervicalCancerByAjccV6Stage,cervical cancer by ajcc v6 stage,ajcc cancer carcinoma cervical neoplastic process stage v6,True
8333,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4174,C4174,class,SebaceousAdenoma,sebaceous adenoma,adenoma appendage benign cell gland neoplastic process sebaceous skin,True
8334,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7740,C7740,class,"""peauDorange""","""peau dorange""",find orange peau,False
8335,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40012,C40012,class,BenignStrumaOvarii,benign struma ovarii,benign neoplastic ovarii process struma,True
8336,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7468,C7468,class,StrumaOvarii,struma ovarii,neoplastic ovarii process struma,True
8337,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40013,C40013,class,OvarianInsularCarcinoidTumor,ovarian insular carcinoid tumor,carcinoid insular neoplastic ovarian process tumor,True
8338,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5229,C5229,class,OvarianCarcinoidTumor,ovarian carcinoid tumor,carcinoid neoplastic ovarian ovary process tumor,True
8339,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40014,C40014,class,OvarianTrabecularCarcinoidTumor,ovarian trabecular carcinoid tumor,carcinoid neoplastic ovarian process trabeculal trabecular tumor,True
8340,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40015,C40015,class,OvarianMucinousCarcinoidTumor,ovarian mucinous carcinoid tumor,carcinoid mucinous neoplastic ovarian process tumor,True
8341,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40016,C40016,class,ReteOvariiNeoplasm,rete ovarii neoplasm,neoplasm neoplastic ovarii process rete,True
8342,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C61561,C61561,class,ReteOvarii,rete ovarii,anatomical ovarii rete structure,False
8343,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40017,C40017,class,ReteOvariiAdenocarcinoma,rete ovarii adenocarcinoma,adenocarcinoma neoplastic ovarii process rete,True
8344,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40018,C40018,class,ReteOvariiAdenoma,rete ovarii adenoma,adenoma benign neoplastic ovarii process rete,True
8345,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40019,C40019,class,ReteOvariiCystadenoma,rete ovarii cystadenoma,cystadenoma neoplastic ovarii process rete,True
8346,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40020,C40020,class,ReteOvariiCystadenofibroma,rete ovarii cystadenofibroma,cystadenofibroma neoplastic ovarii process rete,True
8347,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40021,C40021,class,OvarianLymphoma,ovarian lymphoma,lymphoma neoplastic ovarian primary process,True
8348,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40024,C40024,class,PrimaryPeritonealSerousBorderlineTumor/PrimaryPeritonealAtypicalProliferativeSerousTumor,primary peritoneal serous borderline tumor/ primary peritoneal atypical proliferative serous tumor,atypical borderline epithelial neoplasm neoplastic peritoneal primary process proliferative serous tumor,True
8349,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40025,C40025,class,MalignantOvarianSerousTumor,malignant ovarian serous tumor,malignant neoplastic ovarian process serous tumor,True
8350,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40026,C40026,class,MalignantOvarianEpithelialTumor,malignant ovarian epithelial tumor,cancer epithelial epithelial-stromal malignant neoplasm neoplastic ovarian process stromal surface tumor,True
8351,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8431,C8431,class,OvarianSerousTumor,ovarian serous tumor,neoplasm neoplastic ovarian ovary process serous tumor,True
8352,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4381,C4381,class,OvarianEpithelialTumor,ovarian epithelial tumor,epithelial epithelial-stromal neoplasm neoplastic ovarian ovary process stromal surface surface-epithelial tumor,True
8353,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40028,C40028,class,BorderlineOvarianSerousAdenofibroma,borderline ovarian serous adenofibroma,adenofibroma borderline malignancy neoplastic ovarian process serous,True
8354,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40029,C40029,class,BorderlineOvarianSerousCystadenofibroma,borderline ovarian serous cystadenofibroma,borderline cystadenofibroma neoplastic ovarian process serous,True
8355,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4003,C4003,class,StageIvRenalCellCancerAjccV6,stage iv renal cell cancer ajcc v6,ajcc cancer carcinoma cell iv kidney neoplastic process renal stage v6,True
8356,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C90343,C90343,class,RenalCellCancerByAjccV6Stage,renal cell cancer by ajcc v6 stage,ajcc cancer carcinoma cell neoplastic process renal stage v6,True
8357,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40031,C40031,class,OvarianSerousAdenofibroma,ovarian serous adenofibroma,adenofibroma neoplastic ovarian process serous,True
8358,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7313,C7313,class,BenignOvarianSerousTumor,benign ovarian serous tumor,benign neoplasm neoplastic ovarian process serous tumor,True
8359,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40032,C40032,class,OvarianSerousCystadenofibroma,ovarian serous cystadenofibroma,cystadenofibroma neoplastic ovarian process serous,True
8360,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40033,C40033,class,MalignantOvarianMucinousTumor,malignant ovarian mucinous tumor,malignant mucinous neoplasm neoplastic ovarian process tumor,True
8361,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40034,C40034,class,OvarianMucinousAdenocarcinofibroma,ovarian mucinous adenocarcinofibroma,adenocarcinofibroma adenofibroma malignant mucinous neoplastic ovarian process,True
8362,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40035,C40035,class,Adenocarcinofibroma,adenocarcinofibroma,adenocarcinofibroma adenofibroma malignant neoplastic process,True
8363,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C61541,C61541,class,AtypicalGlandularEpitheliumResemblingTheNormalEndometriumPresent,atypical glandular epithelium resembling the normal endometrium present,atypical endometrium epithelium find glandular normal present resemble,False
8364,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C61534,C61534,class,EndocervicalTypeEpitheliumPresent,endocervical type epithelium present,endocervical epithelium find present type,False
8365,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40039,C40039,class,BenignOvarianMucinousTumor,benign ovarian mucinous tumor,benign mucinous neoplasm neoplastic ovarian process tumor,True
8366,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4510,C4510,class,BenignOvarianEpithelialTumor,benign ovarian epithelial tumor,benign epithelial epithelial-stromal neoplasm neoplastic ovarian ovary process surface tumor,True
8367,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40040,C40040,class,OvarianMucinousAdenofibroma,ovarian mucinous adenofibroma,adenofibroma mucinous neoplastic ovarian process,True
8368,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8978,C8978,class,MucinousAdenofibroma,mucinous adenofibroma,adenofibroma mucinous neoplastic process,True
8369,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40041,C40041,class,OvarianMucinousCystadenofibroma,ovarian mucinous cystadenofibroma,cystadenofibroma mucinous neoplastic ovarian process,True
8370,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8979,C8979,class,MucinousCystadenofibroma,mucinous cystadenofibroma,cystadenofibroma mucinous neoplastic process,True
8371,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40043,C40043,class,OvarianMucinousCysticTumorAssociatedWithPseudomyxomaPeritonei,ovarian mucinous cystic tumor associated with pseudomyxoma peritonei,associate cystic mucinous neoplastic ovarian peritonei process pseudomyxoma tumor,True
8372,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40051,C40051,class,MalignantOvarianEndometrioidTumor,malignant ovarian endometrioid tumor,endometrioid malignant neoplastic ovarian process tumor,True
8373,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4006,C4006,class,StageIvUterineCorpusCancerAjccV6,stage iv uterine corpus cancer ajcc v6,ajcc cancer corpus endometrial include iv neoplastic process stage uteri uterine uterus v6,True
8374,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C90494,C90494,class,UterineCorpusCancerByAjccV6Stage,uterine corpus cancer by ajcc v6 stage,ajcc cancer carcinoma carcinosarcoma corpus neoplastic process stage uterine v6,True
8375,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40060,C40060,class,OvarianEndometrioidAdenocarcinofibroma,ovarian endometrioid adenocarcinofibroma,adenocarcinofibroma adenofibroma endometrioid malignant neoplastic ovarian process,True
8376,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40061,C40061,class,OvarianEndometrioidAdenocarcinomaWithSquamousDifferentiation,ovarian endometrioid adenocarcinoma with squamous differentiation,adenoacanthoma adenocarcinoma adenosquamous carcinoma differentiation endometrioid neoplastic ovarian process squamous,True
8377,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40063,C40063,class,OvarianLowGradeEndometrioidStromalSarcoma,ovarian low grade endometrioid stromal sarcoma,endometrioid grade low neoplastic ovarian process sarcoma stromal,True
8378,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8973,C8973,class,EndometrioidStromalSarcoma,endometrioid stromal sarcoma,endometrial endometrioid es malignant neoplastic process sarcoma stromal,True
8379,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40065,C40065,class,OvarianEndometrioidStromalrelatedNeoplasms,ovarian endometrioid stromalrelated neoplasms,endometrioid neoplasm neoplastic ovarian process relate sarcoma stromal,True
8380,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4263,C4263,class,LowGradeEndometrioidStromalSarcoma,low grade endometrioid stromal sarcoma,endolymphatic endometrial endometrioid grade low myosis neoplastic process sarcoma stromal,True
8381,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8267,C8267,class,OvarianSarcoma,ovarian sarcoma,neoplastic ovarian ovary process sarcoma,True
8382,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8384,C8384,class,EndometrioidStromalrelatedNeoplasms,endometrioid stromalrelated neoplasms,endometrial endometrioid neoplasm neoplastic process relate stromal tumor,True
8383,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7983,C7983,class,BorderlineOvarianEndometrioidTumor/atypicalProliferativeOvarianEndometrioidTumor,borderline ovarian endometrioid tumor/atypical proliferative ovarian endometrioid tumor,activity apet atypical borderline ebt endometrioid low malignant neoplasm neoplastic ovarian ovary potential process proliferate proliferating proliferative tumor,True
8384,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4007,C4007,class,SmallIntestinalLymphoma,small intestinal lymphoma,bowel intestinal intestine lymphoma neoplastic primary process small,True
8385,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40075,C40075,class,OvarianEndometrioidCystadenoma,ovarian endometrioid cystadenoma,cystadenoma endometrioid neoplastic ovarian process,True
8386,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40076,C40076,class,OvarianClearCellTumor,ovarian clear cell tumor,cell clear neoplasm neoplastic ovarian process tumor,True
8387,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C61542,C61542,class,NeoplasticGlandularEpitheliumResemblingTheNormalEndometriumPresent,neoplastic glandular epithelium resembling the normal endometrium present,endometrium epithelium find glandular neoplastic normal present resemble,False
8388,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40077,C40077,class,MalignantOvarianClearCellTumor,malignant ovarian clear cell tumor,cell clear malignant neoplasm neoplastic ovarian process tumor type,True
8389,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C92530,C92530,class,Arid1aGene,arid1a gene,1a arid1a domain gene genome interactive rich,False
8390,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40079,C40079,class,OvarianClearCellAdenocarcinofibroma,ovarian clear cell adenocarcinofibroma,adenocarcinofibroma adenofibroma cell clear malignant neoplastic ovarian process,True
8391,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4008,C4008,class,RecurrentGallbladderCarcinoma,recurrent gallbladder carcinoma,cancer carcinoma gallbladder neoplastic process recurrent relapse relapsed,True
8392,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40080,C40080,class,BorderlineOvarianClearCellTumor,borderline ovarian clear cell tumor,borderline cell clear cystic malignancy neoplasm neoplastic ovarian process tumor,True
8393,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8987,C8987,class,ClearCellAdenofibroma,clear cell adenofibroma,adenofibroma cell clear neoplastic process,True
8394,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40082,C40082,class,BorderlineOvarianClearCellTumor/atypicalProliferativeOvarianClearCellTumorWithIntraepithelialCarcinoma,borderline ovarian clear cell tumor/atypical proliferative ovarian clear cell tumor with intraepithelial carcinoma,adenofibroma atypical borderline carcinoma cell clear intraepithelial neoplastic ovarian process proliferative tumor,True
8395,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40083,C40083,class,BorderlineOvarianClearCellCystadenofibroma,borderline ovarian clear cell cystadenofibroma,borderline cell clear cystadenofibroma neoplastic ovarian process,True
8396,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8988,C8988,class,ClearCellCystadenofibroma,clear cell cystadenofibroma,cell clear cystadenofibroma neoplastic process,True
8397,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40084,C40084,class,BenignOvarianClearCellTumor,benign ovarian clear cell tumor,benign cell clear neoplasm neoplastic ovarian process tumor,True
8398,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40085,C40085,class,OvarianClearCellAdenofibroma,ovarian clear cell adenofibroma,adenofibroma cell clear neoplastic ovarian process,True
8399,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40086,C40086,class,OvarianClearCellCystadenofibroma,ovarian clear cell cystadenofibroma,cell clear cystadenofibroma neoplastic ovarian process,True
8400,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40087,C40087,class,BenignOvarianTransitionalCellTumor,benign ovarian transitional cell tumor,benign cell neoplasm neoplastic ovarian process transitional tumor,True
8401,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40088,C40088,class,BorderlineOvarianTransitionalCellTumor,borderline ovarian transitional cell tumor,borderline cell neoplasm neoplastic ovarian process transitional tumor,True
8402,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4009,C4009,class,Non-functioningPituitaryGlandNeoplasm,non-functioning pituitary gland neoplasm,gland neoplasm neoplastic non-functioning nonfunctional nonfunctioning pituitary process tumor,True
8403,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C45980,C45980,class,AbsenceOfAHormonalSyndrome,absence of a hormonal syndrome,absence find hormonal syndrome,False
8404,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40090,C40090,class,OvarianSeromucinousCarcinoma,ovarian seromucinous carcinoma,carcinoma epithelial malignant mixed neoplastic ovarian process seromucinous tumor,True
8405,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40092,C40092,class,OvarianSquamousCellTumor,ovarian squamous cell tumor,cell neoplasm neoplastic ovarian process squamous tumor,True
8406,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40093,C40093,class,OvarianSquamousCellCarcinoma,ovarian squamous cell carcinoma,cancer carcinoma cell neoplastic ovarian process squamous,True
8407,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40102,C40102,class,FallopianTubeSerousNeoplasm,fallopian tube serous neoplasm,fallopian neoplasm neoplastic process serous tube tumor,True
8408,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4010,C4010,class,AdultCraniopharyngioma,adult craniopharyngioma,adult craniopharyngioma neoplasm neoplastic pouch process rathke tumor,True
8409,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5116,C5116,class,BenignAdultBrainNeoplasm,benign adult brain neoplasm,adult benign brain neoplasm neoplastic process tumor,True
8410,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40103,C40103,class,FallopianTubeMucinousAdenocarcinoma,fallopian tube mucinous adenocarcinoma,adenocarcinoma fallopian mucinous neoplastic process tube,True
8411,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40109,C40109,class,FallopianTubeMucinousNeoplasm,fallopian tube mucinous neoplasm,fallopian mucinous neoplasm neoplastic process tube tumor,True
8412,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C91219,C91219,class,FallopianTubeCancerByAjccV7Stage,fallopian tube cancer by ajcc v7 stage,ajcc cancer carcinoma fallopian neoplastic process stage tube v7,True
8413,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40106,C40106,class,BorderlineFallopianTubeNeoplasm,borderline fallopian tube neoplasm,borderline fallopian low malignant neoplasm neoplastic potential process tube tumor,True
8414,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40107,C40107,class,BorderlineFallopianTubeSerousTumor/atypicalProliferativeSerousTumor,borderline fallopian tube serous tumor/atypical proliferative serous tumor,atypical borderline fallopian neoplasm neoplastic process proliferative serous tube tumor,True
8415,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40108,C40108,class,BorderlineFallopianTubeMucinousTumor,borderline fallopian tube mucinous tumor,borderline fallopian mucinous neoplasm neoplastic process tube tumor,True
8416,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4011,C4011,class,AdultMedulloblastoma,adult medulloblastoma,adult brain medulloblastoma neoplastic process,True
8417,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5115,C5115,class,MalignantAdultBrainNeoplasm,malignant adult brain neoplasm,adult brain malignant neoplasm neoplastic process tumor,True
8418,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5968,C5968,class,AdultCerebellarNeoplasm,adult cerebellar neoplasm,adult cerebellar cerebellum neoplasm neoplastic process tumor,True
8419,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40110,C40110,class,BorderlineFallopianTubeEndometrioidTumor,borderline fallopian tube endometrioid tumor,borderline endometrioid fallopian neoplasm neoplastic process tube tumor,True
8420,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40111,C40111,class,FallopianTubeEndometrioidTumor,fallopian tube endometrioid tumor,endometrioid fallopian neoplasm neoplastic process tube tumor,True
8421,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40112,C40112,class,FallopianTubePapilloma,fallopian tube papilloma,fallopian neoplastic papilloma process serous tube,True
8422,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4517,C4517,class,BenignFallopianTubeNeoplasm,benign fallopian tube neoplasm,benign fallopian neoplasm neoplastic process tube tumor,True
8423,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40113,C40113,class,FallopianTubeSerousAdenofibroma,fallopian tube serous adenofibroma,adenofibroma fallopian neoplastic process serous tube,True
