,SrcEntity,TgtEntity,SrcLabel,TgtLabel,label
3106,C85078,DOID_4,disease stargardt syndrome,disease,0
3107,C84758,DOID_4455,angioedema disease hereditary syndrome,carcinoma cell hereditary renal,0
3108,C137957,DOID_0110651,disease long lqt2 qt syndrome,long lqt10 qt syndrome,0
3109,C36078,DOID_8955,sideroblastic anemia,anemia sideroblastic,1
3110,C35079,DOID_12001,disease disorder syndrome trachea tracheal,lymphoma trachea tracheal,0
3111,C62018,DOID_11312,second degree atrioventricular block mobitz type ii,atrioventricular block ii mobitz type,1
3112,C5532,DOID_2885,benign phyllodes neoplasm of the prostate,benign phyllode prostate tumor,1
3113,C4660,DOID_4957,hemangiopericytoma of the meninges,hemangiopericytoma meninges,1
3114,C6846,DOID_6203,plat,adenoma hyalinizing thyroid trabecular,1
3115,C126344,DOID_0060704,deficiency disease itk lpfs1 lymphoproliferative syndrome,lymphoproliferative syndrome,0
3116,C103921,DOID_0050769,disease lissencephaly syndrome,syndrome,0
3117,C6846,DOID_6203,thyroid gland hyalinizing trabecular tumor,adenoma hyalinizing thyroid trabecular,1
3118,C6043,DOID_4514,angiosarcoma of the thyroid gland,angiosarcoma thyroid,1
3119,C82342,DOID_12858,chorea disease hd huntington syndrome,huntington disease,1
3120,C27937,DOID_5595,papillary thymic carcinoma,adenocarcinoma papillary thymic,1
3121,C8271,DOID_4844,astrocytoma ependymoma mixed neoplastic process,benign ependymoma,0
3122,C5135,DOID_3637,canal extramedullary intradural neoplasm neoplastic process spinal tumor,childhood cord spinal tumor,0
3123,C4331,DOID_7210,neoplastic process,meningioma psammomatous,1
3124,C3543,DOID_14546,malignant tumor of sphenoidal sinus,cancer sinus sphenoidal,1
3125,C6383,DOID_1245,carcinoma neoplastic process verrucous vulva vulvar,cancer neoplasm vulva vulvar,0
3126,C7813,DOID_711,cell neoplasm neoplastic plasma process refractory,cell hairy leukemia refractory,0
3127,C3744,DOID_2656,benign breast fibroadenoma neoplastic process,breast fibroadenoma intracanalicular,0
3128,C27420,DOID_5041,cancer carcinoma esophageal esophagus neoplastic process verrucous,cancer esophageal esophagus,0
3129,C7910,DOID_5396,prolactin producing tumor of the pituitary gland,carcinoma gland malignant neoplasm pituitary produce prolactin prolactin producing tumor,1
3130,C3371,DOID_37,cutaneous disease disorder manifestation skin syndrome,disease skin subcutaneous tissue,1
3131,C6601,DOID_5046,neoplastic process,cell granular mediastinal myoblastoma,1
3132,C7004,DOID_4504,central cns hemangioma neoplastic nervous process system,angiosarcoma central nervous system,0
3133,C84908,DOID_0050441,deficiency disease multiple sulfatase syndrome,austin deficiency disease juvenile mucosulfatidosis multiple sulfatase sulfatidosis type,1
3134,C84909,DOID_2733,atrophy disease multiple shy drager syndrome system,atrophy skin,0
3135,C5609,DOID_7531,adenocarcinoma anal gland neoplastic process,anal gland adenocarcinoma,1
3136,C7910,DOID_5396,prolactin producing neoplasm of pituitary gland,carcinoma gland malignant neoplasm pituitary produce prolactin prolactin producing tumor,1
3137,C40026,DOID_2151,cancer epithelial epithelial stromal malignant neoplasm neoplastic ovarian process stromal surface tumor,epithelial stromal malignant neoplasm ovarian surface,1
3138,C27466,DOID_0050489,acth acth producing adrenocorticotropic cushing ectopic hormone neoplasm neoplastic net neuroendocrine pancreatic process produce syndrome tumor,goiter multinodular,0
3139,C7888,DOID_4906,adenocarcinoma of the small intestine,adenocarcinoma intestine small,1
3140,C3366,DOID_5712,ctcl cutaneous disease lymphoma neoplastic process sezary syndrome se zary t cell,cutaneous liposarcoma,0
3141,C34970,DOID_11100,disease fever syndrome,q fever,1
3142,C26853,DOID_0111009,apoplexy disease gland pituitary syndrome,cone rod cord1 crd1 dystrophy,0
3143,C4060,DOID_3269,benign cystadenoma of the ovary,cystadenoma ovarian,1
3144,C27204,DOID_1575,disease or syndrome,disease rheumatic,1
3145,C3212,DOID_0050747,lymphoplasmacytic lymphoma waldenstrom s macroglobulinemia,lymphoma lymphoplasmacytic,1
3146,C6601,DOID_5046,mediastinal granular cell tumor,cell granular mediastinal myoblastoma,1
3147,C27576,DOID_14203,juvenile dermatomyositis,childhood dermatomyositis type,1
3148,C5475,DOID_13200,cancer carcinoma cell gastric neoplastic process squamous stomach,goiter substernal,0
3149,C35668,DOID_8946,background diabetic disease non proliferative retinopathy syndrome,diabetic nonproliferative retinopathy severe,0
3150,C6155,DOID_4938,adenocarcinoma of ureter,adenocarcinoma ureter,1
3151,C7928,DOID_6053,cell childhood germ neoplasm neoplastic pediatric process tumor,cancer cell germ pediatric,1
3152,C5301,DOID_0060106,familial hereditary meningioma neoplastic process,brain meningioma,0
3153,C26768,DOID_12809,disease disorder eyelid syndrome,chronic enlargement gland lacrimal,0
3154,C6346,DOID_4867,uterine cervix adenoid cystic carcinoma,adenoid carcinoma cervical cystic,1
3155,C4474,DOID_2079,benign mixed tumor of the skin,eccrine mixed skin tumor,1
3156,C40284,DOID_5521,carcinoma cell keratinize neoplastic process squamous vulvar,carcinoma cell epidermoid keratinize squamous,0
3157,C35123,DOID_13095,artery disease syndrome vertebral,vertebral artery insufficiency,1
3158,C27143,DOID_6024,disease ige immunodeficiency selective syndrome,selective ige deficiency disease,1
3159,C4336,DOID_5042,malignant granular cell neoplasm,cell granular malignant myoblastoma,1
3160,C123262,DOID_0060699,disease or syndrome,benign familial fbh fbhh fhh hypercalcemia hypocalciuric,1
3161,C7928,DOID_8149,cell childhood germ neoplasm neoplastic pediatric process tumor,cell childhood germ malignant neoplasm,0
3162,C3153,DOID_3664,krukenberg neoplasm neoplastic process tumor,cell mast neoplasm tumor,0
3163,C26689,DOID_13774,addison disease,addison adrenal chronic disease familial hypoadrenocorticism insufficiency,1
3164,C84761,DOID_2741,disease hereditary hyperbilirubinemia syndrome,hyperbilirubinemia,1
3165,C39934,DOID_4084,neoplastic process,testicular trophoblastic tumor,1
3166,C131633,DOID_2231,deficiency disease factor syndrome xiii,deficiency factor xii,0
3167,C85046,DOID_11044,disease retinoschisis syndrome,gastroschisis,0
3168,C84596,DOID_0050647,beta mannosidosis disease syndrome,art ataxia atrophy deafness fatal lethal loss mental mrxs18 mrxsarts optic retardation syndrome syndromic type vision x linked,0
3169,C5241,DOID_2996,mixed germ cell sex cord tumor,cell sex cord germ mixed neoplasm,1
3170,C3371,DOID_3450,cutaneous disease disorder manifestation skin syndrome,cutaneous disease extramammary paget,0
3171,C3529,DOID_162,malignant neoplasm neoplastic palate process soft tumor,cancer malignant neoplasm primary tumor,0
3172,C9055,DOID_6316,bartholin cancer carcinoma gland neoplastic process,adenocarcinoma bartholin gland,0
3173,C6569,DOID_4773,congenital mesoblastic nephroma,congenital mesoblastic nephroma,1
3174,C94349,DOID_2468,behavioral dysfunction ejaculation mental premature,behavioural disorder mental psychotic,0
3175,C6155,DOID_11819,adenocarcinoma neoplastic process ureter ureteral,cancer ureter,0
3176,C27071,DOID_624,transient hypogammaglobulinemia of infancy,hypogammaglobulinemia infancy transient,1
3177,C6994,DOID_14679,cranial iii iiird neoplasm neoplastic nerve oculomotor process tumor,association vacterl,0
3178,C4474,DOID_2079,benign chondroid mixed neoplastic process skin syringoma tumor,eccrine mixed tumor of skin,1
3179,C79484,DOID_8743,disease erythema johnson major multiforme stevens stevens johnson syndrome,erythema infectiosum,0
3180,C26975,DOID_11797,chronic laryngitis,chronic laryngitis,1
3181,C84934,DOID_1019,devic disease neuromyelitis optica syndrome,osteomyelitis,0
3182,C4533,DOID_9910,choroid malignant neoplasm neoplastic plexus process tumor,central corneal ulcer,0
3183,C5855,DOID_5125,bile duct extrahepatic leiomyoma neoplastic process,bile duct extrahepatic leiomyoma,1
3184,C6358,DOID_4757,cord stromal neoplasm neoplastic process sex testicular testis tumor,cord stromal neoplasm sex,1
3185,C35030,DOID_10080,sparganosis,sparganosis,1
3186,C5700,DOID_5040,granular cell tumor of esophagus,cell esophageal granular malignant tumor,1
3187,C2967,DOID_12053,cryptococcosis disease syndrome,cryptococcosis,1
3188,C3708,DOID_2994,tumor of germ cell,cancer cell germ,1
3189,C7910,DOID_5396,prolactin producing tumor of the pituitary,carcinoma gland malignant neoplasm pituitary produce prolactin prolactin producing tumor,1
3190,C5141,DOID_6581,breast apocrine carcinoma,apocrine breast carcinoma,1
3191,C2860,DOID_3950,adrenal neoplasm neoplastic process rest tumor,adrenal carcinoma,0
3192,C34436,DOID_9095,arterial branch disease occlusion retinal syndrome,carcinoma esophagus situ,0
3193,C7888,DOID_7505,adenocarcinoma bowel intest intestinal intestine neoplastic non ampullary process small,intestine neoplasm small,0
3194,C4504,DOID_3016,breast malignant mammary neoplasm neoplastic phyllode process tumor,breast cystosarcoma malignant phyllode tumor,1
3195,C3543,DOID_14546,malignant tumor of the sphenoid sinus,cancer sinus sphenoidal,1
3196,C35419,DOID_1358,axilla axillary lipoma neoplastic process,maxillary neoplasm sinus,0
3197,C8704,DOID_1788,malignant peritoneal mesothelioma advanced,advanced malignant mesothelioma peritoneal,1
3198,C5241,DOID_3306,cell sex cord cord stromal germ mixed neoplasm neoplastic process tumor,cancer cell germ mixed,0
3199,C7910,DOID_5396,prolactin producing neoplasm of pituitary,carcinoma gland malignant neoplasm pituitary produce prolactin prolactin producing tumor,1
3200,C3178,DOID_0080188,neoplastic process,chronic leukemia myelomonocytic,1
3201,C39927,DOID_8362,endodermal neoplastic pattern perivascular process sac sinus testicular tumor yolk,enteric pattern sac testicular tumor yolk,0
3202,C84777,DOID_1700,bullosa disease ichthyosis siemens syndrome,ichthyosis x linked,0
3203,C5678,DOID_6460,lipoma of large intestine,intestine large lipoma,1
3204,C75459,DOID_0060578,noonan syndrome 1,noonan ns1 syndrome,1
3205,C5832,DOID_6001,fibrosarcoma hepatic liver neoplastic process,breast fibrosarcoma,0
3206,C85028,DOID_678,disease palsy progressive steele richardson olszewski supranuclear syndrome,steele richardson olszewski syndrome,1
3207,C6914,DOID_8651,function granuloma hodgkin pathologic,hodgkins granuloma,1
3208,C5250,DOID_8025,signet ring cell gastric adenocarcinoma,adenocarcinoma cell gastric ring signet,1
3209,C34582,DOID_396,disease endocarditis syndrome,endocarditis loeffler,0
3210,C85035,DOID_11459,cerebri disease hypertension idiopathic intracranial pseudotumor syndrome,cerebri hypertension idiopathic intracranial pseudotumor,1
3211,C4533,DOID_3545,choroid malignant neoplasm neoplastic plexus process tumor,cancer childhood choroid plexus,0
3212,C35709,DOID_6691,aagenaes syndrome,aagenaes syndrome,1
3213,C5396,DOID_471,angioma bone epithelioid hemangioma neoplastic osseous process,hemangioma skin,0
3214,C27487,DOID_3925,lipomatosis neoplastic process steroid,lipomatosis steroid,1
3215,C4793,DOID_1523,colonic lymphoma,colon lymphoma,1
3216,C6631,DOID_962,mediastinal mediastinum neoplastic neurofibroma process,neurofibroma,0
3217,C6584,DOID_8304,palisaded myofibroblastoma of lymph node,lymph myofibroblastoma node palisade,1
3218,C39927,DOID_7302,neoplastic process,endodermal pattern sac sinus testicular tumor yolk,1
3219,C5144,DOID_1641,benign adenomyoepithelioma of breast,adenomyoepithelioma benign breast,1
3220,C131633,DOID_2215,deficiency disease factor syndrome xiii,deficiency factor vii,0
3221,C4426,DOID_10069,subglottis neoplasm,neoplasm subglottis,1
3222,C128392,DOID_3107,ascariasis disease syndrome,toxascariasis,0
3223,C5832,DOID_3516,fibrosarcoma hepatic liver neoplastic process,adult fibrosarcoma,0
3224,C6601,DOID_5046,granular cell myoblastoma of mediastinum,cell granular mediastinal myoblastoma,1
3225,C3099,DOID_686,hepatocellular cancer,carcinoma liver,1
3226,C6155,DOID_11885,adenocarcinoma neoplastic process ureter ureteral,benign neoplasm ureteral,0
3227,C5265,DOID_10011,thyroid gland lymphoma,lymphoma thyroid,1
3228,C3153,DOID_9597,krukenberg neoplasm,carcinoma krukenberg,1
3229,C5532,DOID_1631,benign neoplasm neoplastic phyllode process prostate tumor,benign breast cystosarcoma phyllode tumor,0
3230,C27466,DOID_0060890,acth acth producing adrenocorticotropic cushing ectopic hormone neoplasm neoplastic net neuroendocrine pancreatic process produce syndrome tumor,acth cushing due ectopic secrete secretion syndrome tumor,0
3231,C4265,DOID_4989,neoplastic pancreatoblastoma process,pancreatitis,0
3232,C27071,DOID_624,disease hypogammaglobulinemia infancy syndrome thi transient,transient hypogammaglobulinemia of infancy,1
3233,C5270,DOID_5057,papillary meningioma of the cerebellum,cerebellum meningioma papillary,1
3234,C3423,DOID_399,disease or syndrome,tuberculosis,1
3235,C5364,DOID_10915,cardiac heart leiomyosarcoma neoplastic process,korsakoff syndrome wernicke korsakoff,0
3236,C2952,DOID_9483,colitis disease syndrome ulcerative,blepharitis ulcerative,0
3237,C125705,DOID_0111089,anemia complementation d1 disease fanconi group syndrome,anemia complementation d1 fad1 fancd1 fanconi group,1
3238,C9360,DOID_5600,cell lymphoblastic lymphoma malignant neoplastic precursor process,leukemia lymphoblastic lymphoma precursor,0
3239,C4640,DOID_1993,malignant melanoma neoplastic process rectal rectum,cancer malignant rectal rectum tumor,0
3240,C128392,DOID_3108,ascariasis disease syndrome,ascaridiasis,0
3241,C84532,DOID_0060344,acrodermatitis disease syndrome,acrodermatitis atrophicans atrophy chronica diffuse disease herxheimer primary,0
3242,C4484,DOID_5273,atypical intradermal smooth muscle tumor,cutaneous leiomyosarcoma,1
3243,C9335,DOID_1612,neoplastic process,breast cancer malignant mammary neoplasm primary,1
3244,C39807,DOID_4472,mucinous tubular and spindle renal cell carcinoma,carcinoma cell mucinous renal spindle tubular,1
3245,C5592,DOID_9663,3rd chordoid glioma grade ii neoplastic process third ventricle,aphthous oral stomatitis ulcer,0
3246,C6529,DOID_2643,benign neoplasm neoplastic pericytic perivascular process tumor,cell epithelioid pecoma perivascular tumor,0
3247,C26860,DOID_1803,disease pleurisy pleuritis syndrome,neuritis,0
3248,C4426,DOID_10069,neoplasm of the subglottis,neoplasm subglottis,1
3249,C3085,DOID_255,benign angioma,hemangioma,1
3250,C7014,DOID_6019,neoplastic process,central immature nervous system teratoma,1
3251,C2963,DOID_338,cranial nerve neoplasms,cranial neoplasm nerve,1
3252,C27888,DOID_6605,carcinoma cell chromophobe classic neoplastic process renal variant,classic variant of chromophobe renal cell carcinoma,1
3253,C134952,DOID_0110154,2a charcot marie tooth cmt2a disease syndrome type,charcot marie tooth neuropathy type 2a1,1
3254,C84545,DOID_3320,alexander disease syndrome,disease tay sachs,0
3255,C97132,DOID_8659,chicken chickenpox disease infection pox syndrome varicella,chickenpox,1
3256,C26796,DOID_11111,disease hydronephrosis syndrome,hydronephrosis,1
3257,C33645,DOID_0050135,adipose subcutaneous subcutis tissue,mycosis subcutaneous,0
3258,C7811,DOID_5693,liposarcoma,adult liposarcoma,1
3259,C35264,DOID_4778,disease glomerulonephritis progressive rapidly rpgn syndrome,glomerulonephritis proliferative,0
3260,C35264,DOID_4776,rapidly progressive glomerulonephritis,glomerulonephritis progressive rapidly,1
3261,C5250,DOID_8025,signet ring cell stomach adenocarcinoma,adenocarcinoma cell gastric ring signet,1
3262,C9011,DOID_0050135,benign cyst cystic dermoid mature neoplastic no process subcutaneous teratoma tumor,mycosis subcutaneous,0
3263,C8274,DOID_4858,astrocytoma of pineal gland,astrocytoma gland pineal,1
3264,C40201,DOID_3702,adenocarcinoma cervical neoplastic process serous,adenocarcinoma cervical,0
3265,C4474,DOID_2079,benign chondroid mixed neoplastic process skin syringoma tumor,eccrine mixed skin tumor,1
3266,C26975,DOID_11797,disease or syndrome,chronic laryngitis,1
3267,C129031,DOID_0060058,alteration disease dwarfism dysplasia metaphyseal nose saddle short limb spinal sponastrime spondyloepimetaphyseal striation syndrome type,cancer lymphoid lymphoma,0
3268,C84748,DOID_1060,disease hartnup syndrome,hartnup disease,1
3269,C40026,DOID_2151,malignant ovarian surface epithelial stromal neoplasm,epithelial stromal malignant neoplasm ovarian surface,1
3270,C4533,DOID_3540,choroid malignant neoplasm neoplastic plexus process tumor,choroid plexus cancer,1
3271,C84652,DOID_0050469,costello disease syndrome,faciocutaneoskeletal syndrome,1
3272,C129031,DOID_5684,spondyloepimetaphyseal dysplasia sponastrime type,dysplasia sponastrime spondyloepimetaphyseal type,1
3273,C27204,DOID_1575,collagen connective disease disorder inflammatory musculoskeletal pain rheumatic rheumatism rheumatologic syndrome tissue vascular,rheumatic disease,1
3274,C3575,DOID_170,malignant endocrine gland neoplasm,cancer endocrine gland malignant neoplasm,1
3275,C75006,DOID_0050466,dietz disease loeys loeys dietz syndrome,loeys dietz syndrome,1
3276,C6092,DOID_5529,carcinoma cell drainage gland lacrimal neoplastic process squamous system,carcinoma cell gland lacrimal squamous,1
3277,C5289,DOID_6517,neoplastic process,clivus meningioma,1
3278,C4787,DOID_0050624,benign tumor of the gi system,benign gastrointestinal neoplasm system,1
3279,C7014,DOID_6019,central cns immature neoplastic nervous process system teratoma,central nervous system immature teratoma,1
3280,C5166,DOID_4687,breast carcinoma mucoepidermoid neoplastic process,carcinoma mucoepidermoid thyroid,0
3281,C9477,DOID_3078,grade iii astrocytic tumor,anaplastic astrocytoma grade iii,1
3282,C3754,DOID_3301,gonadoblastoma,gonadoblastoma,1
3283,C7359,DOID_3707,adenocarcinoma endometrial endometrium malignant neoplastic otherwise process specify,adenocarcinoma endometrial mucinous,0
3284,C9505,DOID_2679,dnt,dysembryoplastic neuroepithelial tumor,1
3285,C27888,DOID_3828,carcinoma cell chromophobe classic neoplastic process renal variant,adenoma chromophobe,0
3286,C4336,DOID_5042,granular cell tumor malignant,cell granular malignant myoblastoma,1
3287,C4376,DOID_1074,disease or syndrome,failure kidney,1
3288,C61255,DOID_1919,disease or syndrome,lesch nyhan syndrome,1
3289,C84795,DOID_10124,corneal disease dystrophy epithelial juvenile meesmann syndrome,corneal disease,0
3290,C118460,DOID_14798,blount disease syndrome,familial infantile type osteochondrosis deformans tibiae,1
3291,C3512,DOID_3905,adenocarcinoma luad lung neoplastic process,carcinoma lung,0
3292,C85231,DOID_1116,cough disease pertussis syndrome whooping,pertussis,1
3293,C5364,DOID_3367,cardiac heart leiomyosarcoma neoplastic process,bone leiomyosarcoma,0
3294,C26934,DOID_13148,acute cystitis,acute cystitis infection tract urinary,1
3295,C60989,DOID_3635,disease gravis myasthenia syndrome,congenital familial limb girdle myasthenia myasthenic syndrome,0
3296,C5484,DOID_10536,cell gastric granular malignant neoplasm neoplastic process stomach tumor,cell gastric granular malignant tumor,1
3297,C26710,DOID_12375,bronchopneumonia,bronchial bronchopneumonia lobular pneumonia,1
3298,C34741,DOID_12308,chronic disease dubin johnson idiopathic jaundice syndrome,chronic dubin johnson idiopathic jaundice syndrome,1
3299,C61255,DOID_14250,disease lesch nyhan syndrome,syndrome,0
3300,C6336,DOID_4113,adenosarcoma of body of uterus,adenosarcoma corpus uterine,1
3301,C118783,DOID_0110636,merosin deficient congenital muscular dystrophy type 1a,1a alpha2 cmd1a congenital deficiency due dystrophy laminin mdc1a merosin deficient merosin negative muscular,1
3302,C27204,DOID_0050827,collagen connective disease disorder inflammatory musculoskeletal pain rheumatic rheumatism rheumatologic syndrome tissue vascular,disease heart rheumatic,0
3303,C7566,DOID_0050671,breast cancer carcinoma neoplastic process sporadic,breast cancer female,0
3304,C40439,DOID_7651,neoplastic process,carcinoma cell hypercalcemic ovarian small type,1
3305,C3040,DOID_9877,disease fibrodysplasia myositis ossificans progressiva syndrome,abscess gland urethral,0
3306,C34771,DOID_9790,disease kala azar leishmaniasis syndrome visceral,larva migrans toxocariasis visceral,0
3307,C34479,DOID_12326,chronic disease rhinitis syndrome,chronic disease heart pulmonary,0
3308,C7910,DOID_5396,gland neoplasm neoplastic pituitary prl process produce prolactin prolactin producing secrete tumor tumour,carcinoma gland malignant neoplasm pituitary produce prolactin prolactin producing tumor,1
3309,C5560,DOID_7566,porocarcinoma,eccrine porocarcinoma,1
3310,C9335,DOID_1642,breast malignant neoplasm neoplastic process tumor,adenomyoepithelioma breast malignant,0
3311,C5145,DOID_13742,cord neoplastic neurofibroma process spinal,neurofibroma of spinal cord,1
3312,C4130,DOID_5223,associate bile biliary carcinoma cystadenocarcinoma cystic duct invasive mcn mucinous neoplasm neoplastic process,infertility,0
3313,C26860,DOID_10247,pleuritis,pleurisy,1
3314,C27849,DOID_6865,adenocarcinoma corpus endometrial endometrioid neoplastic oxyphilic process uterine,oxyphilic endometrial endometrioid adenocarcinoma,1
3315,C84578,DOID_0060897,autosomal disease dominant kidney polycystic syndrome,autosomal disease dominant parkinson,0
3316,C5270,DOID_5056,cerebellar cerebellum meningioma neoplastic papillary process,adult cerebellar neoplasm,0
3317,C6155,DOID_4938,ureteral adenocarcinoma,adenocarcinoma ureter,1
3318,C4540,DOID_4866,adenoid carcinoma cystic gland lacrimal neoplastic process,adenoid carcinoma cystic gland salivary,0
3319,C27466,DOID_7697,pancreatic adrenocorticotropic hormone producing neoplasm,acth hormone pancreatic produce tumor,1
3320,C3088,DOID_0001816,hemangiosarcoma,angiosarcoma hemangiosarcoma,1
3321,C98910,DOID_8456,cytochrome c deficiency disease oxidase syndrome,choline deficiency disease,0
3322,C6545,DOID_6162,pediatric testicular embryonal carcinoma,carcinoma childhood embryonal testis,1
3323,C5158,DOID_14151,melanoma of spinal cord,cord melanoma spinal,1
3324,C4017,DOID_3007,duct adenocarcinoma,breast carcinoma ductal,1
3325,C4640,DOID_6994,malignant melanoma neoplastic process rectal rectum,iris malignant melanoma,0
3326,C26934,DOID_1679,acute cystitis disease syndrome,cystitis,0
3327,C5833,DOID_6208,extraskeletal hepatic liver neoplastic osteogenic osteosarcoma process sarcoma,mediastinal osteogenic sarcoma,0
3328,C94349,DOID_13709,behavioral dysfunction ejaculation mental premature,ejaculation premature,1
3329,C118437,DOID_11721,muscle phosphofructokinase deficiency,disease glycogen storage type vii,1
3330,C4484,DOID_4230,aismn atypical cutaneous intradermal leiomyosarcoma muscle neoplasm neoplastic process skin smooth tumor,cancer muscle smooth,0
3331,C40439,DOID_5421,carcinoma cell hypercalcemic neoplastic ovarian process sccoht small type,carcinoma cell combine lung small type,0
3332,C3868,DOID_9253,gist nos,gastrointestinal stromal tumor,1
3333,C26866,DOID_14654,disease or syndrome,prostatitis,1
3334,C5846,DOID_3495,adenocarcinoma bile carcinoma colloid colloidal duct extrahepatic mucinous neoplastic process,adenocarcinoma bile duct extrahepatic,0
3335,C35123,DOID_14523,artery disease syndrome vertebral,argyll nonsyphilitic phenomenon pupil robertson,0
3336,C61262,DOID_12801,disease iii mucopolysaccharidosis sanfilippo syndrome type,heparan sulfate sulfatase deficiency,1
3337,C98871,DOID_0090129,carnitine deficiency disease palmitoyltransferase syndrome,l cpt1 deficiency,1
3338,C34918,DOID_9893,periodontitis,periodontosis,1
3339,C6780,DOID_1785,acidophil adenoma eosinophil gland neoplastic pituitary process,cancer gland pituitary,0
3340,C5475,DOID_5516,cancer carcinoma cell gastric neoplastic process squamous stomach,gastric squamous cell carcinoma,1
3341,C118437,DOID_11721,glycogen storage disease type vii,disease glycogen storage type vii,1
3342,C5973,DOID_7587,cancer carcinoma neoplastic process supraglottic supraglottis throat,carcinoma cell squamous supraglottis,0
3343,C3980,DOID_11832,disease epilepsy syndrome visual,visual epilepsy,1
3344,C99108,DOID_0050718,coagulation deficiency disease disorder syndrome vitamin,disorder metabolic vitamin,0
3345,C40320,DOID_4233,alveolar neoplastic part process sarcoma soft vulvar,adult cell clear part sarcoma soft,0
3346,C7788,DOID_8719,ajcc cancer carcinoma gastric neoplastic process situ stage stomach v6 v7,carcinoma situ,0
3347,C3512,DOID_3910,adenocarcinoma of lung,adenocarcinoma bronchogenic cell lung nonsmall,1
3348,C40167,DOID_13958,uterine corpus leiomyoma with bizarre nuclei,bizarre corpus leiomyoma uterine,1
3349,C6897,DOID_4160,cystic differentiate kidney malignant multilocular neoplastic nephroblastoma nephroma partially process,differentiate neuroblastoma,0
3350,C27445,DOID_8151,appendiceal l cell glucagon like peptide producing net,appendiceal glucagon like glucagonoma l cell malignant peptide produce tumor,1
3351,C4816,DOID_7327,dermatitis disease photodermatitis photosensitive photosensitivity reaction syndrome,fibromatosis pseudosarcomatous,0
3352,C4474,DOID_2079,benign mixed tumor of skin chondroid syringoma,eccrine mixed skin tumor,1
3353,C3040,DOID_9788,disease fibrodysplasia myositis ossificans progressiva syndrome,fibrosa myositis,0
3354,C26768,DOID_10120,disease disorder eyelid syndrome,degenerative disease eyelid,0
3355,C7720,DOID_3500,adenoma gallbladder neoplastic process,adenocarcinoma gallbladder,0
3356,C27287,DOID_7191,adenofibroma adenoma endometrioid neoplastic no ovarian process,cystadenoma endometrioid ovarian,0
3357,C84578,DOID_898,disease or syndrome,autosomal disease dominant hepatic kidney polycystic,1
3358,C7975,DOID_3495,adenocarcinoma bile duct extrahepatic neoplastic process,adenocarcinoma bile duct extrahepatic,1
3359,C40201,DOID_8340,adenocarcinoma cervical neoplastic process serous,adenocarcinoma cervical endocervical mucinous type,0
3360,C118764,DOID_10378,amblyopia disease eye lazy syndrome,amblyopia disuse,0
3361,C5265,DOID_10011,thyroid lymphoma,lymphoma thyroid,1
3362,C5135,DOID_3809,canal extramedullary intradural neoplasm neoplastic process spinal tumor,canal epidural meningioma spinal,0
3363,C7014,DOID_6019,cns immature teratoma,central immature nervous system teratoma,1
3364,C7700,DOID_4001,adenocarcinoma neoplastic ovarian ovary process,carcinoma ovarian,0
3365,C27466,DOID_7697,acth acth producing adrenocorticotropic cushing ectopic hormone neoplasm neoplastic net neuroendocrine pancreatic process produce syndrome tumor,pancreatic acth hormone producing tumor,1
3366,C129031,DOID_5684,alteration disease dwarfism dysplasia metaphyseal nose saddle short limb spinal sponastrime spondyloepimetaphyseal striation syndrome type,spondyloepimetaphyseal dysplasia sponastrime type,1
3367,C98871,DOID_0090129,carnitine deficiency disease palmitoyltransferase syndrome,cpt i deficiency,1
3368,C62018,DOID_0050821,2nd atrioventricular av block degree disease ii mobitz mo bitz second syndrome type,atrioventricular block first degree,0
3369,C7888,DOID_4906,adenocarcinoma bowel intest intestinal intestine neoplastic non ampullary process small,adenocarcinoma intestine small,1
3370,C5973,DOID_7763,carcinoma of the supraglottis,carcinoma supraglottis,1
3371,C5592,DOID_3774,chordoid glioma of the 3rd ventricle,chordoid glioma,1
3372,C8263,DOID_0080149,adult acute differentiated monocytic leukemia m5b,acute adult leukemia monocytic,1
3373,C40957,DOID_7806,cribriform neoplastic process seminoma testicular variant,adult cord glioblastoma multiforme spinal,0
3374,C27539,DOID_7521,basal carcinoma cell infiltrate neoplastic no process skin,breast myoepitheliosis,0
3375,C5824,DOID_8389,lumbar plexus neoplasms,lumbar neoplasm plexus,1
3376,C2989,DOID_11198,digeorge syndrome,digeorge syndrome,1
3377,C7910,DOID_5396,prolactin producing tumor of pituitary gland,carcinoma gland malignant neoplasm pituitary produce prolactin prolactin producing tumor,1
3378,C82342,DOID_12858,chorea disease hd huntington syndrome,huntingtons disease,1
3379,C3567,DOID_12756,malignant lacrimal duct tumor,cancer duct lacrimal,1
3380,C5158,DOID_319,cord melanoma neoplastic process spinal,cord disease spinal,0
3381,C7739,DOID_0080189,angioma brain hemangioma neoplastic process,hemangioma malignant,0
3382,C39885,DOID_3024,acinar adenocarcinoma lymphoepithelioma like neoplastic process prostate variant,acinar adenocarcinoma prostatic,0
3383,C8712,DOID_7428,germinoma,germinoma pineal region,1
3384,C26908,DOID_3480,disease disorder syndrome uveal,disease uveal,1
3385,C9360,DOID_0080147,precursor lymphoblastic lymphoma,lymphoblastic lymphoma,1
3386,C2955,DOID_0080199,crc,carcinoma colorectal,1
3387,C79484,DOID_3073,disease erythema johnson major multiforme stevens stevens johnson syndrome,brain glioblastoma multiforme,0
3388,C5301,DOID_4586,familial meningioma,familial meningioma,1
